,ret
591,0.007018785446659385
592,-0.009042239022916744
593,0.023213235418993332
594,0.004060672611463997
595,0.012170810511037458
596,-0.004107880703953775
597,-0.0034528579600134296
598,-0.0054565243189094725
599,0.006949801867791005
600,-0.0032003428757565416
601,-0.004185797412382109
602,0.0011003668094106398
603,0.0004303551944390822
604,-0.010328213443115545
605,-0.005377851049925959
606,0.013245200502892969
607,-0.003992448983297761
608,0.00617413944639019
609,-0.015434875367875713
610,-0.003333823726349834
611,-0.005053432288650301
612,0.012888668058790456
613,0.013324415561206279
614,-0.0009765218778630668
615,0.0008606552151125458
616,0.003329725377005097
617,0.0009679357314850098
618,0.009228013606483164
619,-0.005174401503567848
620,0.0004974112785552949
621,0.0063576225395125105
622,0.00424113413646813
623,0.004812458655673025
624,0.012251348832815008
625,-0.0170501657921343
626,0.007986604320517428
627,0.005165813312239172
628,0.00770663802745139
629,-0.005499985674966627
630,-0.005373708512347363
631,0.0039901370834441886
632,-0.022708564440534422
633,0.003844800903745506
634,0.0037628243635395033
635,-0.006805509016886083
636,-0.0020015434806044093
637,0.008974228286404446
638,0.002702358704953099
639,0.008785161611970183
640,-0.002367055370853275
641,0.002203068256704973
642,0.006032519855640131
643,-0.002452444041824479
644,-0.0006634922128002122
645,0.0076791729520463954
646,0.000687529087252787
647,-0.009199971333694807
648,-0.0021791855100926232
649,0.0039103058685364235
650,-0.0013055612896682965
651,0.0039478915935460225
652,0.00880538695936476
653,0.0005124747143008858
654,0.0009731345969530228
655,-0.0030095907302231956
656,0.0030906239187153245
657,-0.0025943523656975494
658,-0.0019174252214595373
659,-0.0032763061005870306
660,0.00380422661567788
661,-0.0043301951435321916
662,-0.0009632632199123586
663,-0.0001735320076138112
664,-0.006712227502598271
665,0.0017977988057215346
666,-0.00440224404951074
667,0.004844577170629424
668,-0.007220604794130945
669,0.0010803336133145775
670,0.0038866997352676467
671,0.004359803815970066
672,8.057236544409522e-05
673,0.00577836500131769
674,-0.005570438678138259
675,0.007693800102938109
676,0.004438925370714288
677,0.0008501302665679761
678,-0.00683282630822386
679,0.004582849048768907
680,-0.004725807978686441
681,-0.002045790434076433
682,-0.0001912421157705905
683,-0.005303467934382586
684,-0.010858400287414692
685,-0.007967640191251167
686,-0.012123567001675157
687,0.0012647092406571526
688,9.474433091611681e-05
689,0.004230503768127796
690,-0.0095497375400409
691,0.0035359442222425686
692,-0.004707136418540353
693,-0.0032007434346200225
694,-0.01017390060039299
695,0.00863002628335375
696,0.006327223309371398
697,0.0018132973571097623
698,-0.0003639328955184812
699,-0.0016431017076705718
700,-0.0019664021286868033
701,-0.010565084565374118
702,-0.0027980195941814923
703,0.0015627657182011134
704,0.004860002196460849
705,-0.011142573177769576
706,-0.006239291752417286
707,0.0074473571992330545
708,0.005909114466129908
709,0.0001471933803996839
710,0.005347077417679234
711,0.011575403515453988
712,0.003069658519627852
713,-0.011014987054791894
714,0.00082022643550753
715,0.013572211638894726
716,-9.623649249815358e-05
717,-0.002689100875211951
718,0.0008482811996040234
719,-0.004898549167649194
720,0.010846042211506039
721,-0.007470366192679627
722,0.007503825074253299
723,-0.010322996751090248
724,-0.0008403140967327986
725,0.005018912951405092
726,0.0005322044473308098
727,-0.006796607775141023
728,-0.008710508752893748
729,-0.007852849523168962
730,0.004658350597785908
731,-0.00318784062219787
732,0.002650267743216504
733,-0.007024807580088728
734,-0.004692466550483863
735,-0.005441230270781133
736,0.005863867713877233
737,0.0012374516836431346
738,-0.0017690508309646002
739,-0.0006538098370171585
740,-0.00837295569165873
741,0.0018387259610988973
742,0.006792191082723513
743,0.011575579725235784
744,-0.005124809037223006
745,-0.00500801642874649
746,0.0020028632542136273
747,0.0024530979520972188
748,0.00536082023868078
749,-0.0004204855043924343
750,-0.004569994271909303
751,-0.0011358838492863824
752,-0.0018669712867623463
753,0.005136334463436033
754,-0.0007423502263338269
755,0.0034964839753705667
756,-0.004094414423842518
757,-0.0021631886972734112
758,0.0071377657235153005
759,-0.006924510973036063
760,0.0034532964054967393
761,0.0009953501750370687
762,-0.0023100151213325893
763,0.004197087881780306
764,0.004412530885607802
765,0.00064657187850794
766,-0.0030668498905086464
767,-0.000993974930005871
768,-0.00143562101512572
769,-0.009003495680700845
770,-0.00804931862066086
771,0.005605498640481907
772,-0.0049375431033069316
773,-0.0021541000214655433
774,0.013024446631543283
775,0.0009743848882191403
776,-0.006574041068157449
777,-0.005363016621980695
778,0.0017937065628538206
779,0.00739755386243407
780,-0.0018186301960189833
781,-0.0025038039347800023
782,-0.005381667424155156
783,0.004054265659679918
784,0.0038890817834393914
785,0.0023622706950793626
786,-0.0031966485286851138
787,-0.0005543560960071947
788,0.011465480645661552
789,0.0004994387587675562
790,-0.0006546904294989707
791,-0.0020406963348670684
792,0.0021208477959816746
793,-0.0020710073780322077
794,0.003948992659168209
795,-0.0004884955066726775
796,-0.0038529773909261257
797,-0.01024540146037002
798,-0.005903625891325002
799,0.008266075619961517
800,-0.003418971628624521
801,-0.016395596521313272
802,0.006878006600752403
803,-0.00666560578509725
804,0.010524253233015344
805,-0.004886201502465482
806,-0.004530334531309699
807,-0.015206492298194133
808,0.0003203905718007198
809,0.008486418391168848
810,-0.004248663559330812
811,-0.010057551530223544
812,0.008514960012158025
813,-0.0011222964146868637
814,-0.0007524726688347565
815,0.00902295605267296
816,0.0006300478342922351
817,0.0003067104598019462
818,0.005524316718338322
819,0.0018578300267793172
820,0.006031755714256513
821,-0.007242412882168869
822,-0.006459152572337573
823,-0.008441191823157562
824,0.003086765064788412
825,0.010022512802205855
826,-0.0063451606923108535
827,0.001461850997793172
828,0.0027906721493244813
829,0.005557450788442668
830,-0.008899387192076311
831,-0.0001314199239931975
832,0.005064918410360328
833,-0.005364925401219976
834,0.0007125799697379516
835,-0.009139734754584506
836,0.0005097608353111098
837,0.0037319651194873383
838,-0.004738167382057381
839,-0.004238827385037878
840,-0.0037067268994208005
841,0.00477923698721391
842,-0.010044829956311556
843,-0.002906463109547202
844,-0.002125467475627457
845,-0.002526151061441419
846,-0.00760736902542058
847,-0.007766909218479973
848,0.0019284149618728744
849,0.0005733976401313884
850,-0.0006894664545232552
851,-0.002902512081039371
852,0.00609228300567564
853,-0.002191634518321137
854,0.0031884557461150055
855,0.006922174845934689
856,0.004008926996236753
857,0.00784334242546989
858,-0.0026405894011239674
859,-0.0011571299048184068
860,0.005045501067224349
861,0.0004302857053262175
862,-0.0005489789753005855
863,0.002077138790275438
864,-0.003559244221632358
865,0.005478150213752062
866,0.00443221383116609
867,-0.0006985745149175758
868,-0.00017873782347994143
869,0.006736180745613209
870,0.003770845066002723
871,0.005680371135459319
872,0.00518254719284125
873,0.007370808252826261
874,-0.0005690842823896506
875,0.007000388515826844
876,-0.005700799426926557
877,0.016820306705826096
878,-0.007309846977993279
879,-0.0018620847188728987
880,0.0009736805190224061
881,0.0027779345864050457
882,0.0036215652118939986
883,-0.006857940334434851
884,-0.005041339300209335
885,-0.004120712326307975
886,-0.0028573342377084285
887,0.0015337063818837355
888,0.008488877950046284
889,0.0009619154841115282
890,-0.015579397614090103
891,-0.0019942435793906302
892,-0.0021780329870203646
893,-0.003552698319622449
894,0.004352228807366738
895,-0.004556441524888573
896,-0.005044001493541771
897,0.000973729156513029
898,0.0006292901532089807
899,-0.0013709089139210117
900,0.00513803449425464
901,-0.009985415789208169
902,0.010019980144149012
903,-0.006525250458995392
904,0.001045425750936003
905,0.00633909863893901
906,-0.0030687179800935618
907,-0.0013251524092615066
908,-0.002441024134570784
909,0.00023601724607074152
910,-0.0030757750900391617
911,-0.0018278262723647608
912,0.0017100004753861356
913,-0.01798104373475971
914,-0.009740011368919924
915,-0.017063135548692897
916,0.017595503471257604
917,5.192884257239659e-05
918,-0.005736471615040068
919,0.009231901654223246
920,-0.005422059917870459
921,-0.004922202949427265
922,-0.008943413719616445
923,0.0009330230323505259
924,0.00603482997253666
925,0.0007019099012532513
926,0.00372169209872563
927,-0.0020808378723424117
928,0.0011046826174573375
929,-0.0010018279309251695
930,0.0014008596647334113
931,0.0014871209478634169
932,-0.006362419045668105
933,0.004662403072109933
934,-0.002816081154511805
935,-0.0020510950891202426
936,0.005362867798762946
937,-0.0014669377006340358
938,0.0002749606880758051
939,0.0018577197534299318
940,0.0049627372223423425
941,0.005418709678845954
942,0.0018476978962318322
943,-0.0006506450701703459
944,-0.0017484046505559393
945,-0.004901731935119051
946,-0.0008884847133380312
947,0.0006257040884874895
948,0.0015449783749406478
949,0.0032398480832287295
950,-0.00019297174711401712
951,-0.0030367604201133372
952,0.0020500724445308267
953,-0.002291935004890971
954,0.0014144862021956402
955,-0.004923491910829428
956,0.003917686817578277
957,0.00020850809477702788
958,-0.0032499540352611753
959,-0.0024841233051679664
960,0.0003979060496893376
961,0.0007929169310883935
962,-0.0006381692907365861
963,0.005901424732990037
964,-0.0010217762835884635
965,0.0008697994279929297
966,-0.0024366854829017486
967,-0.0018124854429225922
968,0.00224876963575914
969,-0.004291185686400358
970,-0.004261463512510179
971,0.0004669378000612623
972,0.004177737151366175
973,-0.0010086695608937937
974,0.000556569458234693
975,0.0020517717553751617
976,0.0002721622532043286
977,0.00276392161702541
978,-0.001249674975561106
979,0.004470103234293404
980,-0.0072448852745389475
981,0.007990301148383843
982,0.005462341151415139
983,0.001732243054808483
984,-0.003927723877208015
985,-0.0058927740690981854
986,0.005077645503814584
987,-0.007747408114664056
988,0.0024383914377773632
989,0.007012113640289898
990,-0.010043745379962136
991,-0.008839731343116709
992,-0.005868048666390563
993,0.006179569973063706
994,-0.01049723474575472
995,0.01537941259825919
996,-0.0029496784990396445
997,-0.008901867841184028
998,0.005286964380486426
999,0.0012815746728553775
1000,-0.00746754430122317
1001,-0.010440232209080828
1002,-0.0019239028613891184
1003,0.007452015525526726
1004,0.00047174298803962433
1005,0.006867378279948137
1006,-0.00017707252158812408
1007,0.009748432513147142
1008,-8.921019011363617e-05
1009,0.0013388163499294134
1010,-0.003925577780134711
1011,-0.0013611083293447856
1012,-0.00235548979495508
1013,0.0016695548677814914
1014,-0.0036869169171257665
1015,-0.0027765323980040437
1016,-0.0032831178602173356
1017,0.004221788597824725
1018,-0.00897533718595344
1019,-2.3082403996400407e-05
1020,-0.0004197760941581698
1021,-0.004163593375320231
1022,-0.002323553689414798
1023,0.006062511470083036
1024,-0.008218236162264003
1025,-0.006892865257959826
1026,8.689481888981982e-05
1027,0.005963399893604636
1028,-0.005505150874450395
1029,0.0028860504089697468
1030,0.001053920930416408
1031,0.002963186813995582
1032,0.0021859418280126388
1033,0.0021227501695437255
1034,0.0005324078116618651
1035,0.003030081096832196
1036,0.0016714306743741292
1037,0.00011134291854085094
1038,0.004560056738339737
1039,-0.009055169022556698
1040,-0.013946255860339068
1041,-0.0071243165862302504
1042,0.010006729506833262
1043,-0.012034743547517266
1044,5.483243475620022e-05
1045,0.0003136956332717786
1046,-0.0036053891018414134
1047,0.0030506714486236166
1048,0.005271770841999757
1049,-0.00019392752636857244
1050,-0.007912030433994915
1051,0.0031192288892409456
1052,0.018311455179299087
1053,0.006895725020495045
1054,-0.02202735138243631
1055,-0.004327378923999019
1056,-0.002430906021632184
1057,0.006011989127193285
1058,-0.0031757952903765955
1059,-0.0013818976356740373
1060,0.001777753135454405
1061,0.01039864305802585
1062,-0.010123893675746011
1063,0.004467811952310231
1064,-0.0012910281608926697
1065,0.0018480367861002569
1066,0.004214345013950127
1067,0.002171243404320973
1068,0.00576938864133245
1069,-0.009881103947306291
1070,-0.010780751150047143
1071,0.004105841587820279
1072,-0.006017772353348356
1073,0.004097759178920457
1074,0.014578336253341076
1075,0.0010157839792017396
1076,0.0006152139965639126
1077,-0.0025036860564402346
1078,-0.00039227649361519104
1079,-0.004980810439029717
1080,-0.0006938702158425712
1081,-0.003907481916814949
1082,-0.005297827220157515
1083,-0.0011552568689927889
1084,-0.0001039042264147263
1085,0.0025263126570462006
1086,0.0039178625684281486
1087,-0.00788532020397832
1088,-0.00373875604332433
1089,-0.0013444139915277794
1090,0.006344866665844889
1091,-0.004519926496586964
1092,-0.0011893528256729073
1093,0.00867867501477399
1094,-0.002107508666176633
1095,-0.001687660503301241
1096,0.003874428457970094
1097,0.0024591693483185877
1098,0.00739504755815311
1099,-0.004292679245657814
1100,0.010692888664801762
1101,-0.00967479684782746
1102,-0.0025668115740681077
1103,0.012696576081832276
1104,0.0043655826851565355
1105,-0.005102998284130645
1106,-0.009171678169419993
1107,0.005118739997784859
1108,0.015241989344991406
1109,0.0037865458652305856
1110,-0.0004752998123732457
1111,0.003745185012303209
1112,0.002785039389666888
1113,-0.0013498444576459739
1114,-0.006043418377491282
1115,-0.0009526304407830654
1116,0.003540559209339274
1117,-0.0006224388665695285
1118,-0.0020529492019422516
1119,-0.0006567131222383797
1120,-0.0032920036760953906
1121,-0.005452519141119246
1122,-0.002769161907659623
1123,-0.00024337385851384285
1124,-0.00328729356292356
1125,-0.0020626686883081454
1126,0.0029594610133490823
1127,-0.006456015820874583
1128,0.006447563834486012
1129,0.0006608620034757707
1130,0.005915273308861207
1131,0.0015207992943804599
1132,-0.006553091519812574
1133,0.0008061077634580846
1134,-0.0008986096986372313
1135,-0.009871165155492096
1136,-0.0055294317291644975
1137,0.004348755109282023
1138,0.0039009079301666897
1139,-0.002943871215824072
1140,0.008900013493508482
1141,-0.008859340352273443
1142,0.0065468304014374805
1143,-0.024635088424234834
1144,0.00740988563517901
1145,0.012445666426141977
1146,0.006184940896549846
1147,0.009372643923403118
1148,0.010469858313575244
1149,-0.0018395921208122004
1150,-0.007306607218623531
1151,0.0007181143182559673
1152,0.00025881574709405705
1153,0.0019363822019885836
1154,-0.009903532933729187
1155,0.004590785221791842
1156,0.007393350140186395
1157,0.006305055081617921
1158,0.003793659714748602
1159,-0.003813081208507289
