,ret
0,0.015335723986189157
1,0.000741886909678865
2,-0.0013260420750869713
3,-0.00036508655623857016
4,-0.008535458436064241
5,0.0030777121508440536
6,-0.011632897341271755
7,-0.001703197881339951
8,0.00772712064503149
9,0.0008339799893693728
10,0.0036098603848820727
11,0.0023769512119257586
12,-0.002829645357302381
13,-0.0036548261701695303
14,-0.007461241883353949
15,0.0034172928959253814
16,-0.0007963502767200865
17,0.004110205699461862
18,-0.0018527867953559074
19,-0.0024413914720563448
20,-0.011886568026969293
21,0.0025128054384017102
22,0.0011673653500861305
23,0.0029449503908379328
24,-0.005700433320225852
25,-0.0031034009183018986
26,-0.009661434979586892
27,0.0060607866149510825
28,0.002693232970554363
29,-0.004659021354153293
30,0.00593526414454191
31,-0.009364439029276337
32,-0.00020620542367960387
33,-0.0003828420144608788
34,-0.001016181224026679
35,0.003041554761342658
36,0.003037778868711277
37,0.0005182321131616322
38,0.011369915883763076
39,0.005856522780112088
40,0.00018195642386955127
41,-0.005943971066980219
42,-0.003485641490073336
43,0.005517023243388131
44,0.009822634573931503
45,-0.002152711169616407
46,-0.0033517123990406362
47,0.0022393223901140294
48,-0.0008835043820841294
49,0.0006561255423826409
50,-0.002952600446993403
51,0.0029318730059822535
52,-0.0017345121195268128
53,0.0012440833979304369
54,0.004208210460572365
55,0.002303972704908912
56,0.0005312765924455321
57,0.0020661036627267673
58,0.0007496879455300854
59,-0.0015526016468676036
60,-0.0013701639409467888
61,-0.0017258654402562677
62,-0.00017294710435838994
63,-0.003421436834423526
64,0.0013047647277093111
65,-0.00036593553905646837
66,-0.00382861565626426
67,-0.00440868472787806
68,-0.0019563907408374965
69,0.00040805109516182746
70,0.001941928697799075
71,0.0019383653043202485
72,-0.0035277733629359995
73,0.0014012650488086913
74,-0.006194259476662822
75,0.0036465322006572543
76,-0.004449567255212623
77,0.005435733639101644
78,-0.005681471632194618
79,0.0022850029016647884
80,0.007947264960806276
81,-0.0022710584844714264
82,0.0034940840244268748
83,-0.0017958754670407606
84,-0.0058480768572927114
85,-0.00043965410456671975
86,-0.011235960679849165
87,0.0036624985989369943
88,-0.00125882385229933
89,-0.002934115798029081
90,-0.0016929754363241788
91,0.009282794365858747
92,0.00025820559838396376
93,-0.004390064249375881
94,-0.005847821794195659
95,-0.012191300451111007
96,0.009574352564259486
97,0.021466916603320157
98,-0.008413661836731541
99,0.015134330290928484
100,-0.0044737092894592346
101,0.0071615110937748435
102,0.0030816352568325983
103,0.00022138133582633946
104,-0.012362738968214392
105,-0.0017227406575883015
106,0.009122789082531434
107,-0.010438398161542994
108,-0.0021448039625730727
109,0.009520056659516203
110,0.005033344647589637
111,0.006532586897219019
112,0.002531334135268698
113,-0.006023949101835038
114,-0.005697955812367346
115,0.00021791312575529428
116,0.015304984630360967
117,-0.0008787012986400672
118,-0.008489412813706715
119,-0.0007198687792379718
120,0.01257652831341376
121,-0.007157569752283934
122,0.015352518156957515
123,-0.0024789348172238514
124,0.003371138720655483
125,0.003084656874609161
126,0.009156065380319038
127,-0.018797871782487742
128,0.01936664491096932
129,0.010703622823746182
130,0.011860668422020784
131,-1.0241332128417122e-05
132,0.009260692952628243
133,-0.0045485143827897305
134,0.00467165356843483
135,-0.002425202634619816
136,0.005091729415055209
137,0.0002970522094144688
138,0.007965402262605016
139,0.008397049216543159
140,-0.006996965051078368
141,-0.005919857295645111
142,0.0012537685716538269
143,-0.0008625804500038612
144,-0.0048506145203572335
145,-0.013024720805974414
146,0.013617571147539557
147,-0.01139546141706769
148,-0.0012381825654120986
149,0.005495949540673257
150,-0.001019447749818232
151,-0.0021536704343967
152,-0.001017629411479499
153,-0.014656057955570217
154,0.002280168771838369
155,-0.015204379814246835
156,-0.007820143667761683
157,-0.0009840851061667312
158,0.004197680670353626
159,-0.008387114210034833
160,-0.0005318013766103274
161,-0.0012780334116131783
162,-0.008585933479586487
163,0.009325986778935058
164,0.0021681160935861058
165,0.00025269564739421467
166,0.003006392112215396
167,-0.0028153135136970765
168,0.0028077797833228053
169,0.007769831643979013
170,-0.0007543027676182353
171,-0.0008866772827814481
172,-0.003740809862623044
173,-0.003975903080345904
174,0.002001944077664231
175,0.00497606967565824
176,0.006667310564138811
177,0.004974810031025208
178,-0.0011336144644423281
179,-0.0015389132332982779
180,-0.0031387768979196425
181,-0.006160862586375166
182,-0.0015082391736359441
183,-0.003165806646916535
184,-0.0027464522477449655
185,0.009144029734879284
186,-0.0016933175382788516
187,0.020781211190270647
188,0.0023132511627476002
189,0.022034034760051842
190,0.028656552714505498
191,0.001672855461154897
192,0.0012123632988502034
193,-0.0038352343412833873
194,0.011696034882581384
195,0.01644131832272327
196,-0.00824466499269674
197,0.006399247294499341
198,0.018949278210199837
199,0.005799713989607539
200,0.00921567704637606
201,-0.004450042619861178
202,-0.0016781447688317443
203,0.010011189541641761
204,0.009369494812729685
205,-0.007186051266807502
206,-0.0013119280824733703
207,-0.005826330342876674
208,0.0019076294878383423
209,-0.012330069237110367
210,0.004342708829036213
211,0.006961457732528543
212,0.007956018760990061
213,-0.007252267374066224
214,-0.011028396054607594
215,-0.0066534766050611064
216,-0.009716833950610721
217,0.005516967426629586
218,-0.005188990538206247
219,0.006906109723481021
220,-0.0008424817712733412
221,0.004654785647252768
222,0.004501630112267647
223,0.010745192925381754
224,-0.002281140719917638
225,0.009006541872652703
226,0.004582087561194571
227,0.0011612826194811107
228,-0.0036464448359800187
229,0.009292847746025065
230,0.005700733285657681
231,-0.0017178217565705183
232,-0.015567812753979747
233,0.01075722239757493
234,-0.0018191421543597359
235,0.0006505660440582635
236,0.007425961850938462
237,0.008191328778460846
238,0.005782252403642082
239,0.007049823851623748
240,-0.0033205241470481155
241,0.0013554745761999581
242,-0.011147806259158264
243,0.0014971796361513145
244,0.009851334091951592
245,-0.000575757614662349
246,0.0057590421276566325
247,0.007039187191511025
248,0.0054658285530935794
249,-0.0009931534990798012
250,0.0012123120293412299
251,0.0007813726021828002
252,0.0018207261058629195
253,0.0023844871904987854
254,-0.007106186440046264
255,0.007180128516295022
256,-0.0035223007193701766
257,0.0045242883520507345
258,0.014875799732325126
259,-0.0021130655677662953
260,-0.012429129726883573
261,-0.008591835548816451
262,0.0054318769207212314
263,-0.007398823211109818
264,0.014831531162436486
265,0.0010547981997684034
266,-0.003621062923991924
267,0.00494343350694862
268,0.005475850574456687
269,0.006866045892368595
270,-0.005569374344722839
271,0.010896148979635941
272,0.00021584448051395797
273,-0.0018642611480973682
274,-0.009038096733638645
275,-0.00010822147375789421
276,0.001497311435805429
277,-0.004172334342255849
278,0.0016980019366070937
279,0.001717386100512097
280,-0.003694762621488032
281,-0.0008050778837520611
282,-0.0008792334038253475
283,0.0034862830262068676
284,-0.00097364397114768
285,0.004707985850619373
286,-0.0002880977874441098
287,-0.0027151697185469883
288,-0.007110551300927761
289,0.008687652124386162
290,-0.004615566699257065
291,-0.0022110255686994674
292,0.005330863666274232
293,0.003972507450687602
294,-0.0036932655884964545
295,-0.004375598461705848
296,0.0016774044069179336
297,0.0006768573605989324
298,0.00833055995326281
299,0.002061611780398489
300,0.004685296726767234
301,0.00823774799400969
302,-0.004367057543373789
303,0.014449275576231865
304,-0.0024444379814458727
305,-0.004597780539570824
306,0.0024343089670672544
307,0.009716109029724897
308,0.00038161668083510085
309,-0.0071716520112494
310,0.004136725193963286
311,-0.005195514241443365
312,0.006567861780264414
313,-0.0015909283328546214
314,0.009045537697166149
315,-0.008891264941125469
316,-0.0105700688640486
317,-0.005875343965684337
318,0.007395216552003772
319,-0.004676592380257966
320,-0.021050495648788418
321,-0.003059679285708241
322,0.0061705360025756635
323,0.009801908985681411
324,0.004497695205067575
325,0.0031059757602241644
326,-0.0032481790910473467
327,-0.0010982397999746724
328,-0.004585207801046255
329,0.004177234813509388
330,-0.0020410286594343846
331,-0.004504391437799415
332,-0.003232268231358398
333,-0.006593765074106982
334,0.00445772462065331
335,-0.0030853459644483673
336,0.007321106328367708
337,-0.007252317537663868
338,0.0032003382486860427
339,-0.0016961376991917537
340,-0.009171619197974856
341,-0.004391907359210054
342,-0.0057382235472487764
343,0.011893557880249756
344,-0.005082450646311696
345,0.004197678020759653
346,0.0015620293626021902
347,0.010898486879703488
348,0.00267662752726123
349,-0.00040198665997549435
350,0.0025600927061087417
351,-0.0021277726227325695
352,-0.002391785221425705
353,0.008434018682157969
354,0.0125100969861429
355,0.001156483187237846
356,-0.0005530709666732441
357,-0.014845941609967911
358,0.006836589476130251
359,-0.011708392757033469
360,0.0035498893500631465
361,-0.011972475335776908
362,-0.006010339052902547
363,-0.005536701734351335
364,-0.008575639903072382
365,-0.007571304106673276
366,-0.0031055533895281194
367,0.0010190168327934217
368,-0.004811377001496774
369,-0.0014765277361890358
370,0.0028649753396204412
371,-0.009116349596150528
372,0.0036368587572727256
373,-0.0037301000708849703
374,-0.0008723207488260857
375,0.003293581378959546
376,-0.002519972835074781
377,0.0036573821952165203
378,-0.00327819431782707
379,0.00047985958939651604
380,-0.002695916361705895
381,-0.005046410528907307
382,-0.0026277570561978967
383,-0.004280268088061649
384,-0.00365921750932627
385,0.0021751649396096586
386,0.008329933029871867
387,0.011345246832098971
388,0.003405501648467939
389,-0.0011870758705530538
390,0.0013675769816673007
391,0.006410484677317587
392,-0.00475191223867711
393,-0.0025074487477202054
394,0.00514576836944764
395,0.00018658200283704844
396,-0.004405374747537517
397,-0.0033485121152256212
398,-0.0065493769210734935
399,-0.0013620296754295932
400,-0.0009550907407966906
401,0.0037216892849457825
402,0.010456154363216398
403,-0.0008035168900779925
404,0.002518812143352827
405,-0.0035341397861253644
406,0.006599589060307967
407,2.5837115816225053e-05
408,-0.005557782265308868
409,0.0040627589814647555
410,-0.00035832729242275927
411,-0.0026214170582250433
412,0.007071352278199078
413,-0.003718184049771106
414,0.011878117785975851
415,0.0056693889530285875
416,-0.007641869608554567
417,0.017923345072823088
418,0.00685119024079913
419,-0.008179672252921516
420,0.011997299704042725
421,0.0017601101313388658
422,0.012552707772509254
423,0.02389691427754387
424,0.019785359527314694
425,0.0023997705665237366
426,-0.0018050252368483086
427,-0.00904798034590887
428,-0.0134985123151132
429,-0.007326945870420334
430,-0.0005947967289758915
431,0.015195132287489522
432,0.00451109364884991
433,0.009587608474977454
434,-0.004773012465428601
435,-0.01682939055533082
436,-3.582687913553457e-05
437,0.009134080050426837
438,0.0071695249160158795
439,-0.008885599170393872
440,0.005544937776110015
441,0.008216438165587555
442,0.0008561438421298476
443,0.007631264887233577
444,-0.007126113376620352
445,-0.005808966478864464
446,0.0016013414934316801
447,-0.008245821959556147
448,0.0019180122502234652
449,-0.007697250838572223
450,-0.005408376463120379
451,-0.0014115772574374344
452,0.008204014949893692
453,0.005550102200319641
454,0.0034070736890597845
455,0.00620118153675508
456,0.0013609091920236914
457,-0.0007047432029515481
458,0.002966550976855366
459,-0.0015615958235519851
460,0.006996388027654903
461,0.004205728138645419
462,0.005732881088904678
463,-0.005991961265155468
464,-0.017751827484722496
465,-7.94745668185454e-06
466,-0.005473998297032449
467,-0.000718057207450197
468,0.010051844880733461
469,-0.0037645494189503578
470,-0.008324896744453586
471,0.00312988736506291
472,-0.0018861624274854334
473,0.0016849268610103405
474,0.0029560108820032532
475,-0.0005422885651331337
476,0.007788453455185572
477,-0.0017872568948886526
478,-0.002245642012862861
479,-0.0007362628719571971
480,0.004652272629719203
481,0.004758883339355317
482,-0.00229430395434279
483,0.00116708216992497
484,0.001455707901158737
485,2.7560413110644604e-05
486,-0.0009697431882498409
487,-0.004105232621988411
488,-0.009423906034721088
489,0.0003118162951679348
490,-0.0036244593565734097
491,-0.0024500076344309367
492,-0.0010422837656122908
493,-0.0069773990485443435
494,-0.0014573734567222317
495,0.012313925495908108
496,0.00356157883536617
497,0.01194545500890353
498,-0.008174773122457228
499,0.0030428668308193443
500,0.005035353238133659
501,-0.011091681006598119
502,0.0024874514567975355
503,0.0012526961618339707
504,0.010224882083260438
505,0.0004402097396191968
506,-0.000377832404018898
507,0.002308100583363627
508,0.0060368694270334375
509,0.00289764975572162
510,0.005949382062000122
511,0.0041202893606314345
512,-0.002448831295181622
513,0.002417155210331378
514,-0.00548231407639677
515,-0.0001668947199082481
516,-0.0032030204273304397
517,0.003464444647131426
518,-0.0030258141536299243
519,0.005000579092236714
520,-0.0032439258147888253
521,0.004476235842845621
522,-0.001338484827522182
523,0.001170043279517198
524,-0.0048414437554985075
525,0.003935257524396842
526,0.0014478069278277704
527,-0.004830814910155298
528,-0.005591090966864444
529,0.006465770467929601
530,-0.0032175242547463675
531,0.0007139215225307042
532,0.0017040275505497136
533,-0.008515747568955062
534,-0.00042002883007856797
535,0.002377644285984887
536,-0.01382194468769897
537,0.004423258423418735
538,0.006398142655039514
539,-0.003466075406351657
540,0.002384894386229151
541,-0.00018176574461709869
542,-0.009743917486211746
543,-0.010041373307712867
544,0.0007743433764318575
545,0.002638489715858792
546,-0.0014795203889685351
547,-0.00027479626868968113
548,0.016353677259396654
549,-0.013277704981430199
550,-0.00654227788398815
551,0.01538103143832901
552,-0.008067805340891455
553,0.0012823153010503281
554,0.034532818735221835
555,0.024564632012827988
556,-0.0026361697877924453
557,-0.007222617256243737
558,-0.012935667880317522
559,-0.027251856975227914
560,-0.0009573701251932782
561,-0.0030861259309391243
562,-0.02075545246237127
563,0.01553005022278489
564,0.012390324794534302
565,-0.00024292726928495348
566,-0.011910869532020649
567,0.017750674310271018
568,-0.0010780194958285173
569,-0.0008564178506827095
570,0.00112091159370983
571,0.00371108674383034
572,0.008183769991172946
573,0.0018897874221235908
574,0.009204521966472505
575,-0.010657446596313964
576,0.005402960410852191
577,-0.0009936231274424617
578,0.0044938869448921635
579,0.014349692548257052
580,-0.010823245329384968
581,-0.002738337747672718
582,-0.00494781776122578
583,0.000591865134477497
584,-0.000883865066483088
585,-0.01050976883070365
586,0.00890105801995157
587,-0.010349727516487894
588,0.0014927750071353591
589,0.0058027709855117135
590,-0.009543616982740326
